Resource Level,Operation,Algorithm_1,Algorithm_2,Dunn_P_Value,Significant
Unconstrained,generate_median_time,BIKE-L1,ML-KEM-512,0.14197965716972322,False
Unconstrained,generate_median_time,BIKE-L1,ML-KEM-768,0.5936447436845403,False
Unconstrained,generate_median_time,BIKE-L1,ML-KEM-1024,1.0,False
Unconstrained,generate_median_time,BIKE-L1,FrodoKEM-640-AES,1.0,False
Unconstrained,generate_median_time,BIKE-L1,ECDH-X25519,0.4679879002703455,False
Unconstrained,generate_median_time,BIKE-L1,ECDSA-P256,1.0,False
Unconstrained,generate_median_time,BIKE-L1,RSA-2048,1.0,False
Unconstrained,generate_median_time,BIKE-L1,Dilithium2,1.0,False
Unconstrained,generate_median_time,BIKE-L1,Dilithium3,1.0,False
Unconstrained,generate_median_time,BIKE-L1,Dilithium5,1.0,False
Unconstrained,generate_median_time,BIKE-L1,SPHINCS+SHA2-128s-simple,1.0,False
Unconstrained,generate_median_time,BIKE-L1,SPHINCS+SHA2-192s-simple,1.0,False
Unconstrained,generate_median_time,BIKE-L1,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,generate_median_time,ML-KEM-512,ML-KEM-768,1.0,False
Unconstrained,generate_median_time,ML-KEM-512,ML-KEM-1024,1.0,False
Unconstrained,generate_median_time,ML-KEM-512,FrodoKEM-640-AES,0.5028935278853893,False
Unconstrained,generate_median_time,ML-KEM-512,ECDH-X25519,1.0,False
Unconstrained,generate_median_time,ML-KEM-512,ECDSA-P256,1.0,False
Unconstrained,generate_median_time,ML-KEM-512,RSA-2048,0.034810661156581706,True
Unconstrained,generate_median_time,ML-KEM-512,Dilithium2,1.0,False
Unconstrained,generate_median_time,ML-KEM-512,Dilithium3,1.0,False
Unconstrained,generate_median_time,ML-KEM-512,Dilithium5,1.0,False
Unconstrained,generate_median_time,ML-KEM-512,SPHINCS+SHA2-128s-simple,0.007400818868899211,True
Unconstrained,generate_median_time,ML-KEM-512,SPHINCS+SHA2-192s-simple,0.0002170975988705619,True
Unconstrained,generate_median_time,ML-KEM-512,SPHINCS+SHA2-256s-simple,0.0013627082432033984,True
Unconstrained,generate_median_time,ML-KEM-768,ML-KEM-1024,1.0,False
Unconstrained,generate_median_time,ML-KEM-768,FrodoKEM-640-AES,1.0,False
Unconstrained,generate_median_time,ML-KEM-768,ECDH-X25519,1.0,False
Unconstrained,generate_median_time,ML-KEM-768,ECDSA-P256,1.0,False
Unconstrained,generate_median_time,ML-KEM-768,RSA-2048,0.170919795881567,False
Unconstrained,generate_median_time,ML-KEM-768,Dilithium2,1.0,False
Unconstrained,generate_median_time,ML-KEM-768,Dilithium3,1.0,False
Unconstrained,generate_median_time,ML-KEM-768,Dilithium5,1.0,False
Unconstrained,generate_median_time,ML-KEM-768,SPHINCS+SHA2-128s-simple,0.04274627402255434,True
Unconstrained,generate_median_time,ML-KEM-768,SPHINCS+SHA2-192s-simple,0.0017420540612749526,True
Unconstrained,generate_median_time,ML-KEM-768,SPHINCS+SHA2-256s-simple,0.009271897501749218,True
Unconstrained,generate_median_time,ML-KEM-1024,FrodoKEM-640-AES,1.0,False
Unconstrained,generate_median_time,ML-KEM-1024,ECDH-X25519,1.0,False
Unconstrained,generate_median_time,ML-KEM-1024,ECDSA-P256,1.0,False
Unconstrained,generate_median_time,ML-KEM-1024,RSA-2048,0.39490301889908236,False
Unconstrained,generate_median_time,ML-KEM-1024,Dilithium2,1.0,False
Unconstrained,generate_median_time,ML-KEM-1024,Dilithium3,1.0,False
Unconstrained,generate_median_time,ML-KEM-1024,Dilithium5,1.0,False
Unconstrained,generate_median_time,ML-KEM-1024,SPHINCS+SHA2-128s-simple,0.10840456312386217,False
Unconstrained,generate_median_time,ML-KEM-1024,SPHINCS+SHA2-192s-simple,0.005337217080219108,True
Unconstrained,generate_median_time,ML-KEM-1024,SPHINCS+SHA2-256s-simple,0.025834361359242747,True
Unconstrained,generate_median_time,FrodoKEM-640-AES,ECDH-X25519,1.0,False
Unconstrained,generate_median_time,FrodoKEM-640-AES,ECDSA-P256,1.0,False
Unconstrained,generate_median_time,FrodoKEM-640-AES,RSA-2048,1.0,False
Unconstrained,generate_median_time,FrodoKEM-640-AES,Dilithium2,1.0,False
Unconstrained,generate_median_time,FrodoKEM-640-AES,Dilithium3,1.0,False
Unconstrained,generate_median_time,FrodoKEM-640-AES,Dilithium5,1.0,False
Unconstrained,generate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-128s-simple,1.0,False
Unconstrained,generate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-192s-simple,1.0,False
Unconstrained,generate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,generate_median_time,ECDH-X25519,ECDSA-P256,1.0,False
Unconstrained,generate_median_time,ECDH-X25519,RSA-2048,0.13101776421732403,False
Unconstrained,generate_median_time,ECDH-X25519,Dilithium2,1.0,False
Unconstrained,generate_median_time,ECDH-X25519,Dilithium3,1.0,False
Unconstrained,generate_median_time,ECDH-X25519,Dilithium5,1.0,False
Unconstrained,generate_median_time,ECDH-X25519,SPHINCS+SHA2-128s-simple,0.03185064426731401,True
Unconstrained,generate_median_time,ECDH-X25519,SPHINCS+SHA2-192s-simple,0.0012255041608324052,True
Unconstrained,generate_median_time,ECDH-X25519,SPHINCS+SHA2-256s-simple,0.0067135584252933644,True
Unconstrained,generate_median_time,ECDSA-P256,RSA-2048,0.6518795256398485,False
Unconstrained,generate_median_time,ECDSA-P256,Dilithium2,1.0,False
Unconstrained,generate_median_time,ECDSA-P256,Dilithium3,1.0,False
Unconstrained,generate_median_time,ECDSA-P256,Dilithium5,1.0,False
Unconstrained,generate_median_time,ECDSA-P256,SPHINCS+SHA2-128s-simple,0.18979805330629954,False
Unconstrained,generate_median_time,ECDSA-P256,SPHINCS+SHA2-192s-simple,0.010533095613217587,True
Unconstrained,generate_median_time,ECDSA-P256,SPHINCS+SHA2-256s-simple,0.04800841149886211,True
Unconstrained,generate_median_time,RSA-2048,Dilithium2,1.0,False
Unconstrained,generate_median_time,RSA-2048,Dilithium3,1.0,False
Unconstrained,generate_median_time,RSA-2048,Dilithium5,1.0,False
Unconstrained,generate_median_time,RSA-2048,SPHINCS+SHA2-128s-simple,1.0,False
Unconstrained,generate_median_time,RSA-2048,SPHINCS+SHA2-192s-simple,1.0,False
Unconstrained,generate_median_time,RSA-2048,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,generate_median_time,Dilithium2,Dilithium3,1.0,False
Unconstrained,generate_median_time,Dilithium2,Dilithium5,1.0,False
Unconstrained,generate_median_time,Dilithium2,SPHINCS+SHA2-128s-simple,1.0,False
Unconstrained,generate_median_time,Dilithium2,SPHINCS+SHA2-192s-simple,0.09986542966930265,False
Unconstrained,generate_median_time,Dilithium2,SPHINCS+SHA2-256s-simple,0.36687838227448094,False
Unconstrained,generate_median_time,Dilithium3,Dilithium5,1.0,False
Unconstrained,generate_median_time,Dilithium3,SPHINCS+SHA2-128s-simple,1.0,False
Unconstrained,generate_median_time,Dilithium3,SPHINCS+SHA2-192s-simple,0.5936447436845403,False
Unconstrained,generate_median_time,Dilithium3,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,generate_median_time,Dilithium5,SPHINCS+SHA2-128s-simple,1.0,False
Unconstrained,generate_median_time,Dilithium5,SPHINCS+SHA2-192s-simple,1.0,False
Unconstrained,generate_median_time,Dilithium5,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,generate_median_time,SPHINCS+SHA2-128s-simple,SPHINCS+SHA2-192s-simple,1.0,False
Unconstrained,generate_median_time,SPHINCS+SHA2-128s-simple,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,generate_median_time,SPHINCS+SHA2-192s-simple,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,encapsulate_median_time,BIKE-L1,ML-KEM-512,0.1462319319754343,False
Unconstrained,encapsulate_median_time,BIKE-L1,ML-KEM-768,0.28672981912381507,False
Unconstrained,encapsulate_median_time,BIKE-L1,ML-KEM-1024,0.8221553196069559,False
Unconstrained,encapsulate_median_time,BIKE-L1,FrodoKEM-640-AES,1.0,False
Unconstrained,encapsulate_median_time,BIKE-L1,ECDH-X25519,1.0,False
Unconstrained,encapsulate_median_time,BIKE-L1,ECDSA-P256,0.38626629785704836,False
Unconstrained,encapsulate_median_time,BIKE-L1,RSA-2048,1.0,False
Unconstrained,encapsulate_median_time,BIKE-L1,Dilithium2,1.0,False
Unconstrained,encapsulate_median_time,BIKE-L1,Dilithium3,1.0,False
Unconstrained,encapsulate_median_time,BIKE-L1,Dilithium5,1.0,False
Unconstrained,encapsulate_median_time,BIKE-L1,SPHINCS+SHA2-128s-simple,1.0,False
Unconstrained,encapsulate_median_time,BIKE-L1,SPHINCS+SHA2-192s-simple,1.0,False
Unconstrained,encapsulate_median_time,BIKE-L1,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-512,ML-KEM-768,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-512,ML-KEM-1024,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-512,FrodoKEM-640-AES,0.5161893013175286,False
Unconstrained,encapsulate_median_time,ML-KEM-512,ECDH-X25519,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-512,ECDSA-P256,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-512,RSA-2048,0.035979894693391516,True
Unconstrained,encapsulate_median_time,ML-KEM-512,Dilithium2,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-512,Dilithium3,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-512,Dilithium5,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-512,SPHINCS+SHA2-128s-simple,0.007677229589589443,True
Unconstrained,encapsulate_median_time,ML-KEM-512,SPHINCS+SHA2-192s-simple,0.00022691482390095553,True
Unconstrained,encapsulate_median_time,ML-KEM-512,SPHINCS+SHA2-256s-simple,0.0014188884832129272,True
Unconstrained,encapsulate_median_time,ML-KEM-768,ML-KEM-1024,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-768,FrodoKEM-640-AES,0.941286596175241,False
Unconstrained,encapsulate_median_time,ML-KEM-768,ECDH-X25519,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-768,ECDSA-P256,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-768,RSA-2048,0.07593016257186334,False
Unconstrained,encapsulate_median_time,ML-KEM-768,Dilithium2,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-768,Dilithium3,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-768,Dilithium5,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-768,SPHINCS+SHA2-128s-simple,0.017450433130984242,True
Unconstrained,encapsulate_median_time,ML-KEM-768,SPHINCS+SHA2-192s-simple,0.0005993652285825485,True
Unconstrained,encapsulate_median_time,ML-KEM-768,SPHINCS+SHA2-256s-simple,0.00347582226253845,True
Unconstrained,encapsulate_median_time,ML-KEM-1024,FrodoKEM-640-AES,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-1024,ECDH-X25519,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-1024,ECDSA-P256,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-1024,RSA-2048,0.24629340048846426,False
Unconstrained,encapsulate_median_time,ML-KEM-1024,Dilithium2,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-1024,Dilithium3,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-1024,Dilithium5,1.0,False
Unconstrained,encapsulate_median_time,ML-KEM-1024,SPHINCS+SHA2-128s-simple,0.0641274611556606,False
Unconstrained,encapsulate_median_time,ML-KEM-1024,SPHINCS+SHA2-192s-simple,0.002836404901520555,True
Unconstrained,encapsulate_median_time,ML-KEM-1024,SPHINCS+SHA2-256s-simple,0.01448797649732354,True
Unconstrained,encapsulate_median_time,FrodoKEM-640-AES,ECDH-X25519,1.0,False
Unconstrained,encapsulate_median_time,FrodoKEM-640-AES,ECDSA-P256,1.0,False
Unconstrained,encapsulate_median_time,FrodoKEM-640-AES,RSA-2048,1.0,False
Unconstrained,encapsulate_median_time,FrodoKEM-640-AES,Dilithium2,1.0,False
Unconstrained,encapsulate_median_time,FrodoKEM-640-AES,Dilithium3,1.0,False
Unconstrained,encapsulate_median_time,FrodoKEM-640-AES,Dilithium5,1.0,False
Unconstrained,encapsulate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-128s-simple,1.0,False
Unconstrained,encapsulate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-192s-simple,1.0,False
Unconstrained,encapsulate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,encapsulate_median_time,ECDH-X25519,ECDSA-P256,1.0,False
Unconstrained,encapsulate_median_time,ECDH-X25519,RSA-2048,1.0,False
Unconstrained,encapsulate_median_time,ECDH-X25519,Dilithium2,1.0,False
Unconstrained,encapsulate_median_time,ECDH-X25519,Dilithium3,1.0,False
Unconstrained,encapsulate_median_time,ECDH-X25519,Dilithium5,1.0,False
Unconstrained,encapsulate_median_time,ECDH-X25519,SPHINCS+SHA2-128s-simple,0.4690532627426512,False
Unconstrained,encapsulate_median_time,ECDH-X25519,SPHINCS+SHA2-192s-simple,0.03196510336739655,True
Unconstrained,encapsulate_median_time,ECDH-X25519,SPHINCS+SHA2-256s-simple,0.13139717629664105,False
Unconstrained,encapsulate_median_time,ECDSA-P256,RSA-2048,0.10580265821419974,False
Unconstrained,encapsulate_median_time,ECDSA-P256,Dilithium2,1.0,False
Unconstrained,encapsulate_median_time,ECDSA-P256,Dilithium3,1.0,False
Unconstrained,encapsulate_median_time,ECDSA-P256,Dilithium5,1.0,False
Unconstrained,encapsulate_median_time,ECDSA-P256,SPHINCS+SHA2-128s-simple,0.025160497084631254,True
Unconstrained,encapsulate_median_time,ECDSA-P256,SPHINCS+SHA2-192s-simple,0.0009260451344426601,True
Unconstrained,encapsulate_median_time,ECDSA-P256,SPHINCS+SHA2-256s-simple,0.005187183296898966,True
Unconstrained,encapsulate_median_time,RSA-2048,Dilithium2,1.0,False
Unconstrained,encapsulate_median_time,RSA-2048,Dilithium3,1.0,False
Unconstrained,encapsulate_median_time,RSA-2048,Dilithium5,1.0,False
Unconstrained,encapsulate_median_time,RSA-2048,SPHINCS+SHA2-128s-simple,1.0,False
Unconstrained,encapsulate_median_time,RSA-2048,SPHINCS+SHA2-192s-simple,1.0,False
Unconstrained,encapsulate_median_time,RSA-2048,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,encapsulate_median_time,Dilithium2,Dilithium3,1.0,False
Unconstrained,encapsulate_median_time,Dilithium2,Dilithium5,1.0,False
Unconstrained,encapsulate_median_time,Dilithium2,SPHINCS+SHA2-128s-simple,1.0,False
Unconstrained,encapsulate_median_time,Dilithium2,SPHINCS+SHA2-192s-simple,0.1713925182837961,False
Unconstrained,encapsulate_median_time,Dilithium2,SPHINCS+SHA2-256s-simple,0.5949281624724192,False
Unconstrained,encapsulate_median_time,Dilithium3,Dilithium5,1.0,False
Unconstrained,encapsulate_median_time,Dilithium3,SPHINCS+SHA2-128s-simple,1.0,False
Unconstrained,encapsulate_median_time,Dilithium3,SPHINCS+SHA2-192s-simple,0.7166739314610204,False
Unconstrained,encapsulate_median_time,Dilithium3,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,encapsulate_median_time,Dilithium5,SPHINCS+SHA2-128s-simple,1.0,False
Unconstrained,encapsulate_median_time,Dilithium5,SPHINCS+SHA2-192s-simple,1.0,False
Unconstrained,encapsulate_median_time,Dilithium5,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,encapsulate_median_time,SPHINCS+SHA2-128s-simple,SPHINCS+SHA2-192s-simple,1.0,False
Unconstrained,encapsulate_median_time,SPHINCS+SHA2-128s-simple,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,encapsulate_median_time,SPHINCS+SHA2-192s-simple,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,decapsulate_median_time,BIKE-L1,ML-KEM-512,0.00042603599731889864,True
Unconstrained,decapsulate_median_time,BIKE-L1,ML-KEM-768,0.0027194562037417326,True
Unconstrained,decapsulate_median_time,BIKE-L1,ML-KEM-1024,0.02353841086189413,True
Unconstrained,decapsulate_median_time,BIKE-L1,FrodoKEM-640-AES,1.0,False
Unconstrained,decapsulate_median_time,BIKE-L1,ECDH-X25519,0.00028210701533388073,True
Unconstrained,decapsulate_median_time,BIKE-L1,ECDSA-P256,0.4672784087064046,False
Unconstrained,decapsulate_median_time,BIKE-L1,RSA-2048,0.004218136343163961,True
Unconstrained,decapsulate_median_time,BIKE-L1,Dilithium2,0.09966409612116746,False
Unconstrained,decapsulate_median_time,BIKE-L1,Dilithium3,1.0,False
Unconstrained,decapsulate_median_time,BIKE-L1,Dilithium5,1.0,False
Unconstrained,decapsulate_median_time,BIKE-L1,SPHINCS+SHA2-128s-simple,1.0,False
Unconstrained,decapsulate_median_time,BIKE-L1,SPHINCS+SHA2-192s-simple,1.0,False
Unconstrained,decapsulate_median_time,BIKE-L1,SPHINCS+SHA2-256s-simple,1.0,False
Unconstrained,decapsulate_median_time,ML-KEM-512,ML-KEM-768,1.0,False
Unconstrained,decapsulate_median_time,ML-KEM-512,ML-KEM-1024,1.0,False
Unconstrained,decapsulate_median_time,ML-KEM-512,FrodoKEM-640-AES,0.05856621093595229,False
Unconstrained,decapsulate_median_time,ML-KEM-512,ECDH-X25519,1.0,False
Unconstrained,decapsulate_median_time,ML-KEM-512,ECDSA-P256,1.0,False
Unconstrained,decapsulate_median_time,ML-KEM-512,RSA-2048,1.0,False
Unconstrained,decapsulate_median_time,ML-KEM-512,Dilithium2,1.0,False
Unconstrained,decapsulate_median_time,ML-KEM-512,Dilithium3,1.0,False
Unconstrained,decapsulate_median_time,ML-KEM-512,Dilithium5,0.7651923950296976,False
